network_code,receiver_code,stw_start_time,stalta_Z,sta_Z,stalta_N,sta_N,stalta_E,sta_E,label
CN,PLBC,2017-05-04T09:25:43.483000Z,1.852049845,1.01E-06,1.451590758,7.08E-07,1.5912758,8.23E-07,E
GS,KAN06,2015-08-18T12:58:18.710000Z,3.911940655,1.45E-06,3.654356173,2.40E-06,4.507267361,2.46E-06,E
TA,O03E,2013-08-02T09:45:10.020000Z,5.292923423,3.33E-07,5.149597543,2.85E-07,4.083260918,3.10E-07,E
HV,TOUO,2015-10-07T16:10:51.660000Z,2.833438651,7.87E-06,1.188211129,7.94E-06,1.141186271,6.53E-06,E
PB,B087,2018-03-01T09:29:53.680000Z,2.983569122,9.32E-09,1.263488157,1.75E-08,1.992321527,1.15E-08,E
AK,SSN,2017-12-14T10:56:14.230000Z,0.418935447,1.97E-07,1.508482878,5.93E-07,1.545177685,5.07E-07,E
SN,BTW,2013-03-07T14:05:56.157450Z,164.7200164,1.44E-06,117.7496701,1.93E-06,188.5084929,1.86E-06,E
PB,B081,2014-05-16T09:44:17.470000Z,50.64119678,1.48E-07,71.79246201,2.35E-07,46.10741256,1.38E-07,E
PB,B081,2015-01-07T14:59:58.090000Z,5.915796058,2.57E-08,7.729235311,4.11E-08,9.575320836,3.35E-08,E
CI,MLAC,2017-06-29T18:25:06.460000Z,0.94705025,2.27E-07,0.830316623,2.69E-07,0.939598302,3.23E-07,E
NN,LHV,2016-11-16T05:49:48.468210Z,0.804986784,2.12E-07,0.941608197,2.28E-07,1.712936444,5.79E-07,E
AK,WAT7,2014-02-28T10:40:24.270000Z,5.716502084,8.66E-07,2.641925585,5.40E-07,4.094660498,8.27E-07,E
NN,RYN,2016-12-29T05:27:36.304930Z,1.191737797,1.91E-07,0.730619329,1.41E-07,2.031570471,2.54E-07,E
PB,B203,2013-08-23T23:09:56.370000Z,3.524814017,1.33E-08,4.262135963,1.45E-08,3.832491346,1.38E-08,E
NN,RYN,2016-03-23T13:08:09.471610Z,1.461066516,2.23E-07,0.392382097,6.47E-08,0.943707541,1.86E-07,E
PB,B916,2011-03-16T17:17:06.610000Z,21.471955,6.68E-08,32.7520085,8.10E-08,20.7880765,5.82E-08,E
PB,B086,2007-10-21T20:04:49.510000Z,99.22259343,5.41E-07,126.0059936,5.57E-07,149.1249769,6.83E-07,E
PB,B086,2012-04-20T23:26:53.590000Z,2.479719899,1.93E-08,4.062109545,2.46E-08,2.554101775,2.74E-08,E
SN,LEC,2012-10-05T09:28:07.490200Z,22.42081203,8.61E-08,46.86066487,1.09E-07,24.9538952,8.97E-08,E
HV,AHUD,2016-07-14T08:54:02.960000Z,3.012211702,4.32E-07,1.500741061,1.35E-06,2.151378598,1.21E-06,E
PB,B084,2018-02-15T11:42:49.100000Z,18.50649741,3.77E-08,7.96455707,1.83E-08,11.91195764,3.07E-08,E
PB,B093,2011-01-26T14:29:48.080000Z,4.290553616,1.35E-08,4.516628437,1.33E-08,4.542690507,1.43E-08,E
KZ,BVAR,2007-07-28T13:24:48.130000Z,9.415810228,4.47E-07,17.69398638,3.85E-07,9.9924159,3.64E-07,E
ZQ,AAM1,2009-03-02T00:30:05.950000Z,1.027540138,7.32E-07,0.947283073,8.81E-07,1.02998035,9.82E-07,E
PB,B067,2017-02-08T08:19:37.100000Z,87.13838285,5.97E-07,123.082306,7.16E-07,158.5094744,6.15E-07,E
PB,B073,2013-04-27T06:11:37.730000Z,73.26200146,2.71E-07,57.54113377,1.94E-07,53.989525,1.89E-07,E
NN,VCN,2014-09-30T19:14:34.948110Z,2.824735435,3.23E-07,3.029145471,3.37E-07,2.976472092,4.25E-07,E
AZ,TRO,2013-07-31T14:17:42.910000Z,2.974838897,9.63E-07,1.697411972,1.57E-06,2.069798308,1.47E-06,E
NN,PNT,2018-01-12T09:34:22.139850Z,2.851072284,4.71E-07,2.614084593,5.73E-07,1.470097791,4.67E-07,E
PB,B058,2017-04-14T04:18:13.330000Z,51.16817714,3.22E-07,46.67193273,3.34E-07,87.79832086,3.60E-07,E
PB,B082,2013-06-08T18:29:51.420000Z,7.664520154,2.46E-08,8.367437233,2.55E-08,9.399894405,2.50E-08,E
AZ,PFO,2013-08-26T13:01:16.280000Z,2.259217326,1.16E-07,1.150829956,3.21E-07,1.84048554,9.05E-08,E
PB,B087,2011-02-28T18:53:33.000000Z,1.64646736,6.85E-09,2.111867443,6.81E-09,1.925629836,6.54E-09,E
PB,B057,2015-08-27T18:19:32.600000Z,5.554377775,4.32E-08,7.142319458,5.02E-08,6.988995231,5.40E-08,E
NN,TVH2,2011-06-30T01:41:12.732120Z,5.517407904,3.32E-07,4.147416761,3.40E-07,6.136870422,3.93E-07,E
PB,B201,2018-04-08T07:34:57.960000Z,2.833130274,2.90E-08,4.220326626,2.71E-08,3.047214172,2.43E-08,E
PB,B916,2013-03-25T23:55:24.090000Z,6.000953201,1.59E-08,6.414470859,1.67E-08,5.529526859,1.40E-08,E
UW,GNW,2012-09-08T17:42:52.570000Z,1.688143787,1.90E-07,2.130149779,3.27E-07,2.493736139,3.00E-07,E
PB,B087,2012-06-09T03:25:21.420000Z,31.52131138,1.27E-07,33.51637052,1.27E-07,25.16937904,1.13E-07,E
PB,B073,2017-09-15T07:29:04.580000Z,11.27056385,4.11E-08,12.63296222,4.13E-08,12.05445314,4.03E-08,E
PB,B087,2010-12-10T17:21:45.970000Z,7.603910398,2.90E-08,6.856386394,2.44E-08,7.057049271,2.58E-08,E
PB,B203,2016-08-13T04:22:01.510000Z,2.931165197,1.04E-08,2.509049896,8.98E-09,2.488809832,8.71E-09,E
PB,B084,2015-06-06T23:49:19.060000Z,87.11784781,2.17E-07,55.59558696,1.51E-07,46.52565224,1.66E-07,E
PB,B082,2012-02-24T06:42:11.160000Z,2.099633735,7.19E-09,2.461146651,7.19E-09,2.515978937,6.48E-09,E
NN,EMB,2018-02-14T12:54:34.132860Z,1.282105031,1.04E-07,1.00156077,1.51E-07,0.834708651,3.05E-07,E
SN,SGR,2015-01-01T15:42:24.828490Z,3.239398637,2.11E-08,3.005641812,1.93E-08,2.447969011,1.87E-08,E
SN,TPW,2016-06-24T20:20:42.208270Z,6.184026143,2.13E-08,6.764530477,2.06E-08,5.921833443,2.41E-08,E
HV,MLOD,2016-02-23T08:17:30.630000Z,0.843142601,3.21E-06,1.102776109,1.04E-05,1.578871857,7.71E-06,E
PB,B916,2017-08-04T22:07:27.950000Z,2.452251182,6.71E-09,2.738940163,6.83E-09,2.546785923,6.72E-09,E
PB,B082,2007-08-18T22:49:17.010000Z,49.54590876,1.97E-07,52.42330339,2.05E-07,50.44262294,1.83E-07,E
CC,STD,2007-03-28T00:54:06.690000Z,2.312591871,1.68E-06,2.426147147,2.03E-06,2.518490129,1.67E-06,E
GS,KS21,2015-04-20T15:04:26.850000Z,5.019590233,2.86E-06,3.420650733,4.41E-06,3.481335102,4.30E-06,E
GS,KAN08,2015-07-24T09:05:20.170000Z,1.55275846,1.08E-06,3.194875366,1.43E-06,2.784898437,1.23E-06,E
PB,B081,2014-05-22T11:54:56.310000Z,5.877220908,1.64E-08,9.444485561,2.61E-08,7.277063648,1.87E-08,E
PB,B082,2011-04-14T23:43:40.320000Z,13.76396754,6.24E-08,18.78329994,7.72E-08,16.67970576,6.11E-08,E
PB,B084,2018-02-19T11:23:08.360000Z,1.607001414,4.86E-09,1.381486891,4.56E-09,1.272629634,5.21E-09,E
NN,OMMB,2014-04-16T22:01:04.990000Z,1.176522205,1.11E-07,1.189114789,1.84E-07,0.983944635,1.10E-07,E
AV,TAFP,2017-05-23T21:50:11.300000Z,5.963024847,5.02E-07,6.601730436,6.05E-07,5.585284361,5.93E-07,E
LB,MVU,2015-03-09T11:14:59.530000Z,35.21201546,3.45E-06,43.55213571,6.87E-06,35.9735982,4.43E-06,E
CC,STD,2007-03-18T01:37:54.380000Z,11.49900757,2.12E-06,8.914302795,3.49E-06,12.61260436,4.29E-06,E
TA,M02C,2014-07-15T21:58:51.710000Z,3.07034112,2.23E-07,1.677830221,2.52E-07,2.436693301,2.04E-07,E
ZQ,AAM1,2007-08-23T00:47:22.210000Z,0.944377479,8.00E-07,0.857349884,8.61E-07,0.90238932,8.46E-07,E
NN,WAK,2018-07-05T04:41:47.239200Z,1.280641707,3.71E-07,2.123575866,4.82E-07,1.505019715,3.17E-07,E
AZ,BZN,2015-10-30T11:27:24.610000Z,1.632871874,4.02E-07,1.370192782,3.50E-07,0.982360886,2.03E-07,E
HV,MLOD,2018-07-11T02:27:13.460000Z,1.213481136,1.58E-06,0.910593608,1.97E-06,1.07543168,1.29E-06,E
AZ,KNW,2013-02-02T01:17:37.190000Z,1.753032397,2.81E-07,1.806786971,2.66E-07,1.074238667,1.62E-07,E
AK,MDM,2012-02-09T12:45:26.490000Z,1.282329483,2.75E-07,1.626220517,4.20E-07,1.152599057,2.55E-07,E
NN,WVA,2012-07-19T08:23:27.288580Z,13.42606067,7.42E-08,12.20357965,9.89E-08,9.090405906,8.01E-08,E
PB,B082,2013-04-18T23:59:11.760000Z,44.55770848,1.46E-07,56.21486502,1.69E-07,59.40032902,1.62E-07,E
PB,B084,2017-09-07T10:16:37.210000Z,2.141040235,4.66E-08,1.825199854,4.55E-08,1.708868215,4.34E-08,E
PB,B082,2013-09-22T13:22:27.660000Z,3.649588916,1.25E-08,4.020915403,1.32E-08,4.742658448,1.44E-08,E
AZ,BZN,2012-04-03T11:36:28.670000Z,0.413892174,2.53E-07,1.590500797,4.13E-07,1.287286674,8.13E-07,E
GS,ID08,2017-09-14T03:55:59.390000Z,1.690088886,1.16E-07,1.665311912,1.32E-07,2.473194418,1.71E-07,E
PB,B086,2017-08-02T13:31:09.040000Z,24.08097056,3.38E-07,71.5211596,3.51E-07,49.59860163,3.67E-07,E
PB,B207,2017-08-04T05:16:32.550000Z,4.665099801,2.37E-08,5.963731069,2.56E-08,7.363954807,3.14E-08,E
PB,B086,2015-10-06T18:38:41.000000Z,3.412784301,1.56E-08,7.503768692,2.20E-08,4.778326729,1.62E-08,E
HV,MLOD,2017-06-01T02:52:35.130000Z,1.589722889,2.47E-06,1.352552458,3.49E-06,1.039592336,1.77E-06,E
BK,SAO,2017-05-08T16:10:08.380000Z,0.879825666,1.16E-06,1.692009297,2.29E-06,1.032145236,1.32E-06,E
PB,B093,2013-04-04T01:03:26.370000Z,7.829334585,2.48E-08,7.43156325,2.35E-08,7.85939723,2.48E-08,E
BK,SAO,2016-01-14T11:37:07.050000Z,0.848364648,6.11E-07,0.916810936,6.42E-07,1.745544374,9.73E-07,E
OK,GC02,2016-03-01T18:04:34.240000Z,2.610783564,5.15E-07,1.7355357,4.28E-07,2.114479737,3.83E-07,E
SN,TPW,2014-12-29T17:28:02.143470Z,31.91982335,1.65E-07,35.15119728,1.53E-07,37.8956996,1.76E-07,E
PB,B075,2016-05-27T11:56:39.940000Z,3.503372041,1.55E-08,4.526122182,1.73E-08,5.183597682,1.59E-08,E
PB,B079,2016-12-09T14:16:09.240000Z,2.419066413,1.31E-08,3.754413509,1.41E-08,2.538674127,1.33E-08,E
PB,B916,2013-10-20T16:55:55.310000Z,147.2675932,3.96E-07,187.7788272,4.62E-07,139.2102445,3.56E-07,E
NN,LHV,2018-02-26T23:59:21.207660Z,0.504663876,1.32E-07,1.482501661,4.52E-07,0.981533817,3.37E-07,E
PB,B081,2013-06-01T00:52:07.470000Z,2.346558474,8.72E-09,2.770964308,1.22E-08,2.433323503,8.20E-09,E
UW,DOSE,2013-01-31T03:21:24.040000Z,1.621596242,2.23E-07,1.535619662,2.22E-07,1.597085134,1.90E-07,E
AZ,CRY,2016-09-26T11:37:05.820000Z,0.592150415,1.31E-07,0.884907122,1.08E-07,1.524266352,1.86E-07,E
N4,V52A,2017-10-05T06:41:44.030000Z,1.918990156,3.39E-07,1.618188548,2.07E-07,1.997031092,2.21E-07,E
PB,B087,2012-11-29T03:59:07.280000Z,4.591959611,1.47E-08,5.16090766,1.33E-08,4.152595225,1.26E-08,E
PB,B084,2016-11-08T21:24:41.190000Z,11.25976698,2.84E-08,6.586383498,1.92E-08,5.953668178,2.02E-08,E
AK,COLD,2017-03-28T04:02:28.104000Z,3.904116791,6.20E-07,4.476669901,8.41E-07,6.560289069,8.01E-07,E
PB,B916,2017-08-20T02:18:58.350000Z,3.618426137,9.56E-09,3.670656897,1.03E-08,3.549357282,9.77E-09,E
PB,B086,2016-08-06T09:26:42.250000Z,2.080233012,1.90E-08,6.945348891,1.87E-08,2.16975587,2.12E-08,E
PB,B918,2010-10-02T22:37:54.730000Z,9.666632392,2.91E-08,8.316111022,2.35E-08,9.358480707,2.65E-08,E
PB,B921,2014-09-10T16:37:09.060000Z,66.21227161,2.41E-07,65.2354487,2.25E-07,83.59155725,2.23E-07,E
PB,B067,2017-01-14T00:27:30.780000Z,5.395107612,2.87E-08,6.900718736,3.04E-08,7.461194302,2.63E-08,E
AK,GLI,2010-10-21T02:00:53.490000Z,2.642679855,4.86E-07,2.149065163,5.22E-07,1.665761085,3.67E-07,E
GS,KAN12,2015-07-31T05:27:40.840000Z,3.511804659,3.91E-07,2.897444934,4.09E-07,2.453165953,4.17E-07,E
AZ,CRY,2017-09-10T16:22:38.160000Z,3.086051055,3.77E-07,1.220438033,2.94E-07,1.06812705,3.59E-07,E
NN,DON,2017-05-10T19:01:03.188460Z,2.56577103,2.72E-08,2.731583122,3.14E-08,2.686643127,3.15E-08,E
NN,OMMB,2013-09-01T16:33:59.060000Z,1.310748878,1.10E-07,0.970007267,1.24E-07,1.766200094,1.49E-07,E
NN,COLR,2014-12-17T14:16:23.588310Z,1.083389251,2.22E-07,0.907519323,3.70E-07,2.234847902,5.23E-07,E
PB,B086,2007-12-09T05:32:41.550000Z,15.50744539,5.25E-08,20.54974217,5.29E-08,18.22668604,5.08E-08,E
NN,GMN,2017-11-23T18:36:52.162420Z,0.949851626,1.76E-07,1.172803173,2.10E-07,1.268509745,3.34E-07,E
NN,OMMB,2014-02-09T03:33:35.510000Z,3.014216928,2.77E-07,2.700284967,4.59E-07,2.827997845,3.96E-07,E
PB,B084,2015-08-20T03:23:34.550000Z,5.402431962,1.32E-08,3.587083158,9.54E-09,2.998682864,9.18E-09,E
AK,YAH,2017-11-14T00:34:09.230000Z,1.876778501,9.81E-07,1.130907946,9.39E-07,1.522028036,1.03E-06,E
AK,GHO,2018-03-06T04:54:31.963000Z,1.194159246,1.41E-07,2.659535721,2.66E-07,0.703401835,8.38E-08,E
PB,B087,2008-07-21T11:26:50.420000Z,7.918061461,2.57E-08,8.616430004,2.24E-08,7.207525686,2.37E-08,E
NN,PEA,2017-01-25T04:05:59.100880Z,4.991221231,5.31E-08,3.810210877,5.64E-08,4.675769459,7.35E-08,E
NN,OMMB,2014-07-08T05:16:15.750000Z,6.791142256,6.91E-07,11.26952728,9.48E-07,10.39284178,8.39E-07,E
NN,RYN,2017-01-15T23:41:24.021010Z,1.250269496,1.34E-07,1.180471682,7.30E-08,0.94609304,1.65E-07,E
PB,B082,2012-04-27T06:21:24.050000Z,4.106632839,1.46E-08,5.396215507,1.61E-08,5.632707797,1.61E-08,E
NN,WVA,2013-09-16T21:54:56.925770Z,3.394712134,2.16E-08,3.418185786,2.35E-08,3.42999874,2.28E-08,E
PB,B086,2016-01-01T08:44:56.000000Z,2.623485027,1.07E-08,4.110864763,1.01E-08,3.229108003,9.26E-09,E
PB,B918,2016-07-13T02:18:40.640000Z,72.86880623,2.33E-07,42.34684368,1.61E-07,42.5397094,1.39E-07,E
PB,B082,2013-06-06T09:28:00.470000Z,11.03769056,2.88E-08,10.65260108,2.73E-08,11.41474834,2.69E-08,E
OK,GC02,2015-04-29T07:15:37.100000Z,6.698772222,9.76E-07,7.055076175,1.28E-06,7.031448037,1.30E-06,E
PB,B082,2010-12-20T14:20:18.260000Z,4.368142296,1.76E-08,4.632889096,1.80E-08,4.819674928,1.76E-08,E
AZ,CRY,2016-07-31T10:48:50.640000Z,0.666395946,1.04E-07,1.105032876,1.57E-07,0.953251577,1.10E-07,E
NN,OMMB,2012-10-29T21:14:47.190000Z,1.141234632,1.58E-07,1.936520003,2.60E-07,1.260584048,2.16E-07,E
PB,B081,2012-12-17T13:36:01.280000Z,23.982182,6.63E-08,28.71091776,9.56E-08,25.63171669,6.74E-08,E
AZ,RDM,2013-04-13T22:16:53.190000Z,9.940991231,1.37E-06,7.563098285,1.61E-06,8.06921543,2.00E-06,E
GS,KAN01,2015-01-29T02:10:11.910000Z,6.976756542,2.10E-06,11.4261794,4.42E-06,6.512027164,4.08E-06,E
AK,KTH,2017-03-27T05:16:52.771000Z,13.19063277,1.39E-06,10.83913568,1.39E-06,10.45291258,1.29E-06,E
PB,B921,2012-11-25T14:12:52.330000Z,2.662390543,1.02E-08,3.328857153,9.90E-09,3.642677104,1.01E-08,E
AK,PPLA,2017-05-01T16:38:02.130000Z,1.785997147,2.94E-07,1.723779663,3.48E-07,2.055507705,3.33E-07,E
AK,CNP,2012-01-19T14:25:43.571000Z,1.622208238,5.65E-07,0.936269556,4.10E-07,0.979125218,3.88E-07,E
NN,TVH3,2011-05-28T21:22:39.309190Z,2.040635671,1.99E-07,1.322977842,2.62E-07,1.73284728,2.23E-07,E
PB,B067,2017-10-26T19:01:27.660000Z,242.9804586,2.64E-06,431.2128998,2.77E-06,411.7887313,2.22E-06,E
PB,B081,2015-05-05T12:26:15.160000Z,11.26736533,3.69E-08,15.87865491,5.35E-08,10.01756275,2.89E-08,E
PB,B081,2011-02-18T15:51:00.400000Z,11.5853061,4.91E-08,17.36359486,8.03E-08,17.49092786,5.98E-08,E
SN,AMD,2015-02-12T02:48:46.114430Z,2.291089118,1.04E-08,2.985552542,1.17E-08,1.431894061,1.09E-08,E
AK,WRH,2017-11-05T03:42:46.340000Z,1.20614831,1.02E-07,0.839067962,1.14E-07,1.013741661,1.91E-07,E
HV,RSDD,2018-06-28T09:34:00.740000Z,4.218023771,3.21E-06,3.870758838,5.64E-06,4.388807391,6.29E-06,E
PB,B084,2011-01-24T13:47:34.050000Z,22.50374902,5.30E-08,15.25240931,3.78E-08,15.39008982,3.97E-08,E
PB,B087,2016-07-22T12:17:15.570000Z,9.400105456,2.94E-08,3.313419272,3.29E-08,6.300523146,3.07E-08,E
TA,D25K,2018-06-25T16:50:07.555000Z,2.456027609,8.55E-08,2.519513558,7.39E-08,4.039469135,1.07E-07,E
HV,JOKA,2018-07-11T13:39:53.340000Z,1.976232892,3.36E-06,1.154920762,1.01E-05,1.326970555,5.95E-06,E
PB,B916,2012-11-29T13:21:00.900000Z,197.9860168,5.59E-07,226.1302458,6.09E-07,246.2589701,6.38E-07,E
AZ,CRY,2008-01-25T20:31:33.620000Z,1.019567599,4.78E-07,1.081470739,3.50E-07,1.003208138,6.28E-07,E
NN,OMMB,2016-03-08T05:09:14.270000Z,0.83534944,2.82E-07,1.542110717,3.16E-07,1.205568509,3.25E-07,E
PB,B916,2012-02-18T13:32:15.080000Z,4.100054242,1.11E-08,4.755938516,1.15E-08,3.741499139,9.20E-09,E
AK,PIN,2017-10-22T18:10:42.320000Z,3.166590695,1.07E-06,3.679294106,1.67E-06,4.375955275,1.75E-06,E
PB,B086,2007-09-07T16:37:11.300000Z,1.981702414,7.10E-09,1.913523709,6.28E-09,2.128695058,6.86E-09,E
AZ,PFO,2012-08-20T11:51:41.240000Z,1.100476653,5.53E-08,0.958202916,6.88E-08,1.124063473,9.09E-08,E
GS,MT03,2017-09-25T10:50:23.150000Z,8.362600474,1.13E-06,11.40069487,1.16E-06,14.62795523,1.21E-06,E
PB,B093,2013-03-28T15:38:14.420000Z,5.036807955,2.35E-08,5.658908241,2.27E-08,6.547829319,2.44E-08,E
PB,B201,2016-05-01T08:29:06.340000Z,2.016318417,1.88E-08,3.029235665,1.59E-08,3.889651154,1.87E-08,E
AV,KAKN,2017-08-19T12:31:55.974000Z,0.714856157,1.16E-07,1.591781835,1.91E-07,0.966687849,9.35E-08,E
AK,SWD,2017-10-17T04:05:50.710000Z,2.332008908,3.15E-07,1.997912591,2.09E-07,1.550322669,2.81E-07,E
AK,PPLA,2017-09-24T00:37:16.279000Z,8.289613157,8.26E-07,8.524770067,1.56E-06,5.972006394,1.55E-06,E
PB,B916,2012-03-29T08:56:59.690000Z,2.586190185,8.64E-09,3.500603352,9.69E-09,3.150164291,8.21E-09,E
PB,B082,2018-06-08T21:07:04.010000Z,3.344854459,1.36E-08,3.381197388,1.27E-08,3.752948194,1.46E-08,E
GS,KAN01,2015-02-08T10:35:03.020000Z,4.612784916,8.75E-07,8.111436507,1.67E-06,2.479902523,1.70E-06,E
NN,COLR,2015-01-22T13:49:44.279640Z,2.789090806,2.84E-07,1.52202596,5.55E-07,0.889232457,4.42E-07,E
PB,B086,2013-03-30T02:30:11.830000Z,2.967771681,6.49E-08,5.660394922,8.13E-08,1.764727776,1.20E-07,E
NN,CTC,2018-01-12T10:15:55.985520Z,1.063704774,2.30E-07,1.012706765,3.28E-07,1.04223179,2.98E-07,E
AK,NIKH,2012-10-14T00:55:48.147000Z,1.786162298,1.97E-06,1.174903484,2.26E-06,1.644305253,2.21E-06,E
AZ,CRY,2015-06-19T15:31:05.640000Z,1.805053423,1.36E-07,1.043007895,7.08E-08,1.571385923,1.52E-07,E
AZ,CRY,2018-04-03T17:25:25.330000Z,2.504411922,1.96E-07,1.21330788,1.18E-07,1.160670127,2.12E-07,E
UU,BHU,2016-10-22T08:41:14.970000Z,26.17683911,3.96E-07,10.82182697,4.43E-07,8.31663749,5.18E-07,E
PB,B075,2010-11-27T21:12:36.550000Z,4.852944745,2.31E-08,5.793112369,2.35E-08,9.194964138,3.03E-08,E
NN,PNT,2011-08-15T01:01:12.830190Z,5.560167828,3.23E-07,2.971536746,2.63E-07,3.922108904,2.53E-07,E
PB,B082,2014-11-26T07:53:57.370000Z,2.800159893,8.30E-09,3.144947983,8.39E-09,3.146737995,7.72E-09,E
NN,OMMB,2014-10-02T20:47:46.080000Z,12.29819861,1.43E-06,15.03738228,1.94E-06,13.27520166,1.77E-06,E
NN,LHV,2017-01-16T15:51:18.312760Z,0.453776569,1.02E-07,0.549619994,1.46E-07,0.618170252,1.71E-07,E
HV,ELEP,2018-05-05T22:24:30.520000Z,2.230406468,3.02E-07,1.642784417,5.29E-07,1.802978174,4.75E-07,E
PB,B086,2014-02-27T12:12:42.240000Z,4.234996388,1.89E-08,1.463234403,2.54E-08,0.872594312,4.55E-08,E
NN,GWY,2017-08-13T04:44:03.402360Z,0.755417247,4.85E-07,2.573655714,5.41E-07,1.772721018,3.29E-07,E
PB,B058,2017-04-15T09:50:09.740000Z,13.65527338,7.48E-08,14.36160852,7.50E-08,23.89886637,9.01E-08,E
NN,LHV,2014-05-17T18:09:22.740630Z,4.193270258,1.99E-07,4.629596028,2.74E-07,3.292801613,2.29E-07,E
PB,B201,2013-07-16T08:52:18.520000Z,4.317632433,2.67E-08,6.273383811,2.95E-08,6.115087113,3.03E-08,E
PB,B081,2011-06-17T06:11:21.140000Z,24.46320918,8.26E-08,28.70209641,1.13E-07,27.40629135,8.43E-08,E
AK,GHO,2017-07-01T21:59:43.890000Z,1.741878989,1.55E-07,1.188656906,2.53E-07,1.219634826,2.23E-07,E
PB,B081,2015-10-17T16:15:08.220000Z,16.8664283,6.17E-08,20.0902146,9.59E-08,21.84824594,6.60E-08,E
HV,AIND,2015-12-17T18:46:00.060000Z,1.599311652,3.56E-06,0.778922131,3.63E-06,0.627726841,2.66E-06,E
PB,B082,2017-04-27T19:04:28.640000Z,2.639071504,9.95E-09,2.881190191,1.05E-08,3.194971593,1.06E-08,E
PB,B081,2013-09-20T00:20:51.440000Z,4.401862896,2.08E-08,4.842959534,3.13E-08,4.860257959,2.21E-08,E
PB,B202,2013-09-14T17:28:55.200000Z,1.470670288,4.50E-09,1.559384887,4.32E-09,1.552950936,4.20E-09,E
AV,NCT,2018-04-21T05:59:06.220000Z,1.134714788,2.82E-07,1.155761152,1.94E-07,1.135375728,1.97E-07,E
GS,KAN05,2015-10-02T17:14:31.230000Z,12.20131655,4.71E-06,0.979627546,1.03E-05,1.763879357,9.62E-06,E
AZ,SND,2015-10-04T13:09:26.020000Z,0.798627833,1.24E-07,1.107111882,3.02E-07,2.287241095,4.62E-07,E
BK,SAO,2016-09-28T05:13:22.770000Z,3.004767073,6.25E-07,3.010477506,1.04E-06,4.411149077,1.02E-06,E
PB,B084,2013-12-09T06:17:54.310000Z,4.002862896,8.71E-09,2.900573093,7.29E-09,2.436488057,7.30E-09,E
PB,B082,2014-06-25T09:38:12.900000Z,6.455445032,1.62E-08,5.876065484,1.49E-08,5.900861248,1.39E-08,E
AZ,CRY,2016-08-05T09:00:47.980000Z,1.351283514,1.33E-07,0.626712704,6.62E-08,0.726683658,1.09E-07,E
AK,CNP,2017-08-04T22:53:26.433000Z,1.781692603,2.51E-07,1.42508552,2.14E-07,1.202306945,1.83E-07,E
NN,BEK,2012-01-23T06:35:05.636790Z,1.356704121,7.76E-07,0.268006658,1.85E-07,0.779902878,4.55E-07,E
GS,MT03,2017-08-16T07:35:26.650000Z,7.095819785,3.14E-07,4.660349939,2.27E-07,6.570384437,2.48E-07,E
PB,B067,2011-03-05T07:52:29.730000Z,4.581000061,1.76E-08,4.780707486,1.79E-08,6.389145628,1.91E-08,E
PB,B087,2013-03-13T01:38:45.090000Z,2.079160826,9.79E-09,1.885693738,1.01E-08,1.665845029,1.10E-08,E
UW,HOOD,2013-07-09T22:43:00.990000Z,3.316007856,3.09E-07,2.328193823,2.94E-07,2.603665239,3.58E-07,E
NN,VCN,2015-10-19T08:52:54.340220Z,1.373171201,1.35E-07,0.524071649,4.75E-08,1.054742256,1.37E-07,E
AZ,CRY,2016-11-27T08:12:29.320000Z,0.316680335,2.03E-07,0.626173861,2.24E-07,0.51428392,2.82E-07,E
AK,HDA,2011-08-24T16:29:14.127000Z,2.099271337,2.05E-07,0.846586627,5.74E-07,1.102214635,6.22E-07,E
GS,KAN08,2015-09-28T04:18:03.180000Z,1.681353918,2.92E-07,1.45024017,2.01E-06,0.579345963,8.91E-07,E
CC,STD,2006-06-14T10:56:19.180000Z,4.875878726,1.70E-06,3.232187705,2.98E-06,5.371232729,3.34E-06,E
AK,RC01,2012-07-29T11:06:43.966000Z,6.656954426,4.11E-07,3.857666573,3.29E-07,3.96357166,2.97E-07,E
PB,B203,2016-06-24T15:50:39.830000Z,1.969299288,8.88E-09,2.008068109,8.08E-09,2.143433679,8.71E-09,E
NN,PRN,2012-11-21T10:00:19.964990Z,6.623000898,1.60E-06,6.201204292,1.19E-06,4.859944919,1.51E-06,E
PB,B047,2012-07-20T19:16:40.550000Z,683.4418149,4.59E-06,916.0247817,6.68E-06,633.9987319,4.58E-06,E
HV,ALEP,2017-10-25T08:04:12.830000Z,4.653196993,1.35E-07,2.819409748,2.05E-07,2.983585127,1.92E-07,E
ZQ,AAM2,2007-01-06T14:22:37.670000Z,1.00250065,3.67E-07,1.414857106,4.84E-07,0.928601605,3.61E-07,E
PB,B084,2013-05-08T08:47:25.840000Z,77.45897295,1.64E-07,58.3530717,1.35E-07,35.64041569,1.25E-07,E
CC,STD,2007-02-12T08:31:58.180000Z,3.655134804,1.26E-06,5.51436325,2.12E-06,5.956224536,1.96E-06,E
PB,B201,2016-02-17T08:26:35.580000Z,3.11293122,3.10E-08,3.89051806,2.95E-08,3.259641789,2.60E-08,E
HV,TOUO,2016-04-07T22:29:05.590000Z,0.836309716,2.63E-06,1.513536364,6.25E-06,1.611077976,6.32E-06,E
PB,B086,2007-07-22T00:51:55.100000Z,158.268479,6.37E-07,267.8241806,7.99E-07,276.7569777,8.74E-07,E
